,"('A', 0)","('A', 1)","('O', 0)","('O', 1)","('R', 0)","('R', 1)"
50937,0,1,2,0,0,2
50938,0,1,1,1,0,2
50939,0,1,2,1,0,2
50940,0,1,2,0,0,2
50941,0,1,2,0,0,2
50942,0,1,2,0,0,2
50943,1,1,0,0,0,1
50944,0,1,2,0,0,2
50945,0,1,2,0,0,2
50946,0,1,0,0,0,2
50947,1,1,1,1,0,1
50948,0,1,2,0,0,2
50949,1,1,1,0,0,1
50950,0,1,2,0,0,2
50951,0,1,2,0,0,2
50952,1,0,1,2,0,0
50953,0,1,2,0,0,2
50954,1,0,0,2,0,0
50955,0,1,2,1,0,2
50956,1,1,1,0,0,1
50957,1,0,1,2,0,0
50958,1,1,1,0,0,1
50959,0,1,1,0,0,2
50960,1,1,0,0,0,1
50961,1,1,0,0,0,1
50962,0,1,2,1,0,2
50963,0,1,2,0,0,2
50964,1,1,1,0,0,1
50965,1,0,0,2,0,0
50966,1,1,1,0,0,0
50967,0,1,2,0,0,2
50968,0,1,2,0,0,2
50969,1,1,0,0,0,1
50970,1,1,0,0,0,0
50971,0,1,2,0,0,2
50972,1,1,0,0,0,1
50973,1,1,0,0,0,1
50974,1,1,0,0,0,0
50975,0,1,2,0,0,2
50976,0,1,2,0,0,2
50977,0,1,2,0,0,2
50978,0,1,2,0,0,2
50979,0,1,2,0,0,2
50980,1,0,1,2,0,0
50981,0,1,0,0,0,2
50982,0,1,2,0,0,2
50983,0,1,2,1,0,2
50984,0,1,2,0,0,2
50985,1,1,0,0,0,1
50986,1,1,1,1,0,1
50987,1,1,0,0,0,1
50988,0,1,2,0,0,2
50989,0,1,2,0,0,2
50990,0,1,0,2,0,2
50991,1,0,0,2,0,0
50992,1,1,0,0,0,1
50993,0,1,2,0,0,2
50994,0,1,2,0,0,2
50995,1,1,1,0,0,0
50996,0,1,2,0,0,2
50997,1,1,0,0,0,1
50998,0,1,2,1,0,2
50999,0,1,2,1,0,2
51000,1,1,0,1,0,1
51001,0,1,2,1,0,2
51002,0,1,0,0,0,2
51003,1,1,1,1,0,1
51004,1,1,0,1,0,1
51005,1,1,0,0,0,1
51006,0,1,2,0,0,2
51007,0,1,2,1,0,2
51008,0,1,2,0,0,2
51009,0,1,2,0,0,2
51010,0,1,2,0,0,2
51011,1,1,0,1,0,1
51012,0,1,2,0,0,2
51013,1,1,1,0,0,1
51014,0,1,2,0,0,2
51015,1,0,0,2,0,0
51016,0,1,2,1,0,2
51017,0,1,2,0,0,2
51018,1,1,0,1,0,0
51019,0,1,2,0,0,2
51020,0,1,2,0,0,2
51021,1,1,0,1,0,1
51022,0,1,2,0,0,2
51023,1,1,0,0,0,0
51024,1,1,0,1,0,1
51025,1,0,0,0,0,0
51026,1,1,0,0,0,1
51027,0,1,2,1,0,2
51028,1,1,1,0,0,1
51029,0,1,1,1,0,2
51030,1,1,0,1,0,1
51031,0,1,0,1,0,2
51032,1,0,0,1,0,0
51033,0,1,2,1,0,2
51034,0,1,2,0,0,2
51035,0,1,2,0,0,2
51036,0,1,2,0,0,2
51037,0,1,2,0,0,2
51038,1,1,0,0,0,1
51039,1,0,2,2,0,0
51040,0,1,2,0,0,2
51041,1,1,0,0,0,1
51042,0,1,2,0,0,2
51043,0,1,2,0,0,2
51044,1,1,1,0,0,1
51045,0,1,2,0,0,2
51046,0,1,2,0,0,2
51047,1,1,1,0,0,1
51048,0,1,2,0,0,2
51049,1,1,0,0,0,1
51050,1,1,1,0,0,1
51051,0,1,2,0,0,2
51052,0,1,2,1,0,2
51053,1,1,0,1,0,1
51054,0,1,2,1,0,2
51055,0,1,2,0,0,2
51056,0,1,0,1,0,2
51057,0,1,2,0,0,2
51058,1,1,1,0,0,1
51059,1,1,0,0,0,0
51060,0,1,2,0,0,2
51061,1,1,0,0,0,1
51062,0,1,0,1,0,2
51063,1,1,0,0,0,1
51064,0,1,2,1,0,2
51065,0,1,2,0,0,2
51066,0,1,2,0,0,2
51067,1,0,1,2,0,0
51068,1,1,0,1,0,0
51069,0,1,0,1,0,2
51070,1,1,0,1,0,1
51071,1,0,0,2,0,0
51072,1,1,0,0,0,1
51073,0,1,2,0,0,2
51074,0,1,2,0,0,2
51075,1,1,0,0,0,0
51076,1,0,1,2,0,0
51077,1,1,0,0,0,1
51078,1,1,1,0,0,1
51079,0,1,2,1,0,2
51080,0,1,2,0,0,2
51081,1,1,1,0,0,1
51082,1,1,0,0,0,1
51083,0,1,0,1,0,2
51084,0,1,2,0,0,2
51085,1,0,0,1,0,0
51086,0,1,2,0,0,2
51087,1,1,1,0,0,0
51088,0,1,0,1,0,2
51089,1,1,0,1,0,0
51090,1,0,0,2,0,0
51091,1,1,0,0,0,1
51092,1,0,1,2,0,0
51093,1,1,0,0,0,1
51094,1,0,0,2,0,0
51095,1,1,0,0,0,1
51096,1,1,0,0,0,0
51097,1,1,0,1,0,1
51098,1,1,2,0,0,1
51099,0,1,2,0,0,2
51100,0,1,2,0,0,2
51101,0,1,2,0,0,2
51102,1,1,0,0,0,0
51103,1,1,0,0,0,0
51104,1,1,1,0,0,1
51105,0,1,2,0,0,2
51106,1,1,1,0,0,1
51107,0,1,2,0,0,2
51108,1,1,0,0,0,1
51109,1,0,0,2,0,0
51110,0,1,1,0,0,2
51111,1,1,0,0,0,1
51112,0,1,2,0,0,2
51113,1,1,0,0,0,1
51114,0,1,2,0,0,2
51115,1,1,0,0,0,0
51116,0,1,2,0,0,2
51117,1,1,1,1,0,1
51118,0,1,0,0,0,2
51119,0,1,2,0,0,2
51120,1,1,0,0,0,1
51121,0,1,2,1,0,2
51122,1,1,0,0,0,1
51123,0,1,2,1,0,2
51124,0,1,2,1,0,2
51125,0,1,2,0,0,2
51126,1,1,0,0,0,1
51127,1,0,1,2,0,0
51128,0,1,2,0,0,2
51129,0,1,2,1,0,2
51130,1,1,0,0,0,1
51131,0,1,2,0,0,2
51132,1,1,0,1,0,1
51133,1,0,0,0,0,0
51134,1,1,0,0,0,1
51135,1,1,0,0,0,1
51136,0,1,2,1,0,2
51137,0,1,2,0,0,2
51138,1,0,0,2,0,0
51139,1,0,0,0,0,0
51140,0,1,2,0,0,2
51141,0,1,2,0,0,2
51142,1,1,1,0,0,0
51143,0,1,2,0,0,2
51144,0,1,2,0,0,2
51145,1,1,0,0,0,1
51146,0,1,2,0,0,2
51147,0,1,2,1,0,2
51148,1,0,1,2,0,0
51149,0,1,2,0,0,2
51150,0,1,2,1,0,2
51151,1,1,1,0,0,1
51152,0,1,2,1,0,2
51153,0,1,2,0,0,2
51154,0,1,2,0,0,2
51155,0,1,2,2,0,2
51156,0,1,2,0,0,2
51157,0,1,0,1,0,2
51158,1,1,0,0,0,1
51159,1,0,0,2,0,0
51160,1,1,1,0,0,1
51161,0,1,2,2,0,2
51162,0,1,1,0,0,2
51163,1,1,0,0,0,1
51164,1,1,1,0,0,1
51165,0,1,0,0,0,2
51166,0,1,0,1,0,2
51167,0,1,2,0,0,2
51168,1,1,0,0,0,1
51169,1,0,0,2,0,0
51170,1,1,0,1,0,1
51171,0,1,0,0,0,2
51172,1,1,0,0,0,0
51173,0,1,2,1,0,2
51174,1,1,1,0,0,1
51175,0,1,0,0,0,2
51176,0,1,2,0,0,2
51177,0,1,2,1,0,2
51178,1,0,1,2,0,0
51179,0,1,2,0,0,2
51180,1,1,0,0,0,1
51181,0,1,2,0,0,2
51182,1,1,0,0,0,0
51183,1,1,1,0,0,1
51184,0,1,2,1,0,2
51185,0,1,2,0,0,2
51186,1,1,1,0,0,1
51187,1,1,0,0,0,1
51188,0,1,2,0,0,2
51189,1,1,1,0,0,1
51190,0,1,2,0,0,2
51191,1,1,1,0,0,1
51192,1,1,2,1,0,1
51193,1,1,0,0,0,0
51194,0,1,2,1,0,2
51195,1,0,0,2,0,0
51196,1,1,0,0,0,1
51197,0,1,2,1,0,2
51198,1,1,0,1,0,1
51199,1,1,0,2,0,1
51200,0,1,2,0,0,2
51201,1,0,2,2,0,0
51202,0,1,2,0,0,2
51203,0,1,2,1,0,2
51204,1,1,1,0,0,1
51205,1,0,1,2,0,0
51206,0,1,2,1,0,2
51207,1,1,1,1,0,1
51208,0,1,2,0,0,2
51209,1,1,0,0,0,1
51210,1,1,0,0,0,1
51211,1,0,1,2,0,0
51212,1,1,0,1,0,1
51213,0,1,2,0,0,2
51214,0,1,2,0,0,2
51215,0,1,2,0,0,2
51216,1,0,0,0,0,0
51217,0,1,2,1,0,2
51218,0,1,2,0,0,2
51219,0,1,2,0,0,2
51220,1,1,0,0,0,1
51221,0,1,2,1,0,2
51222,0,1,2,0,0,2
51223,1,1,1,1,0,1
51224,0,1,2,0,0,2
51225,0,1,2,0,0,2
51226,1,0,1,2,0,0
51227,0,1,2,0,0,2
51228,0,1,2,2,0,2
51229,1,1,0,0,0,1
51230,1,1,0,1,0,1
51231,1,1,0,0,0,1
51232,0,1,2,0,0,2
51233,0,1,2,1,0,2
51234,0,1,2,0,0,2
51235,1,1,0,0,0,1
51236,1,1,0,1,0,1
51237,0,1,0,1,0,2
51238,1,1,0,0,0,0
51239,1,1,0,1,0,1
51240,0,1,0,0,0,2
51241,0,1,2,1,0,2
51242,0,1,2,1,0,2
51243,1,1,0,0,0,1
51244,1,1,0,0,0,1
51245,1,1,1,1,0,0
51246,1,1,1,0,0,1
51247,0,1,2,1,0,2
51248,1,0,1,2,0,0
51249,1,1,0,1,0,1
51250,1,1,0,1,0,0
51251,1,1,1,0,0,0
51252,1,1,0,0,0,1
51253,1,1,0,1,0,1
51254,0,1,2,0,0,2
51255,1,1,0,0,0,1
51256,0,1,2,0,0,2
51257,1,1,1,0,0,1
51258,1,0,0,2,0,0
51259,1,1,0,1,0,1
51260,0,1,0,0,0,2
51261,1,1,0,0,0,0
51262,1,1,0,0,0,0
51263,1,1,0,0,0,0
51264,1,1,0,0,0,1
51265,0,1,0,0,0,2
51266,1,1,0,1,0,1
51267,1,1,0,1,0,1
51268,1,0,0,0,0,0
51269,1,1,0,0,0,1
51270,0,1,2,0,0,2
51271,0,1,2,1,0,2
51272,0,1,2,1,0,2
51273,1,1,0,0,0,1
51274,1,1,1,0,0,1
51275,1,1,0,0,0,1
51276,1,1,1,0,0,0
51277,1,1,1,0,0,0
51278,0,1,2,0,0,2
51279,1,0,1,2,0,0
51280,1,1,0,1,0,1
51281,0,1,2,1,0,2
51282,0,1,2,0,0,2
51283,0,1,2,0,0,2
51284,1,1,1,1,0,1
51285,1,1,1,0,0,1
51286,1,1,0,0,0,1
51287,1,1,1,0,0,1
51288,0,1,2,0,0,2
51289,1,1,1,0,0,0
51290,0,1,2,1,0,2
51291,1,1,1,0,0,1
51292,0,1,2,0,0,2
51293,0,1,2,0,0,2
51294,0,1,2,0,0,2
51295,1,1,0,0,0,1
51296,0,1,2,1,0,2
51297,1,1,0,0,0,1
51298,1,1,0,0,0,0
51299,1,1,1,0,0,1
51300,1,0,0,0,0,0
51301,0,1,2,0,0,2
51302,1,1,0,0,0,1
51303,0,1,2,0,0,2
51304,1,0,1,0,0,0
51305,0,1,2,0,0,2
51306,0,1,2,1,0,2
51307,1,1,0,0,0,1
51308,1,1,1,1,0,1
51309,0,1,2,0,0,2
51310,1,0,1,0,0,0
51311,1,1,0,0,0,1
51312,0,1,2,1,0,2
51313,0,1,2,0,0,2
51314,0,1,0,0,0,2
51315,1,1,0,1,0,1
51316,0,1,2,0,0,2
51317,1,1,0,0,0,1
51318,1,0,1,2,0,0
51319,0,1,2,0,0,2
51320,0,1,2,1,0,2
51321,0,1,0,0,0,2
51322,0,1,2,0,0,2
51323,1,1,0,0,0,1
51324,1,1,0,0,0,1
51325,0,1,2,0,0,2
51326,0,1,2,0,0,2
51327,1,1,1,0,0,1
51328,0,1,0,0,0,2
51329,1,1,0,1,0,1
51330,0,1,2,0,0,2
51331,1,1,0,0,0,0
51332,1,0,1,2,0,0
51333,1,1,0,1,0,1
51334,1,0,0,2,0,0
51335,0,1,2,1,0,2
51336,1,1,0,0,0,1
51337,1,0,0,2,0,0
51338,1,1,1,0,0,1
51339,1,1,1,0,0,1
51340,0,1,1,1,0,2
51341,0,1,2,0,0,2
51342,0,1,2,1,0,2
51343,0,1,1,1,0,2
51344,1,1,1,0,0,0
51345,0,1,2,0,0,2
51346,0,1,2,1,0,2
51347,0,1,2,0,0,2
51348,1,1,1,1,0,0
51349,0,1,2,0,0,2
51350,1,1,1,0,0,1
51351,0,1,2,0,0,2
51352,1,1,0,0,0,1
51353,0,1,1,0,0,2
51354,0,1,0,0,0,2
51355,0,1,2,0,0,2
51356,0,1,2,0,0,2
51357,0,1,0,1,0,2
51358,0,1,2,0,0,2
51359,1,1,0,1,0,1
51360,0,1,2,0,0,2
51361,1,1,1,0,0,1
51362,1,1,1,1,0,1
51363,0,1,2,1,0,2
51364,0,1,1,1,0,2
51365,1,0,1,0,0,0
51366,1,1,0,1,0,1
51367,0,1,2,0,0,2
51368,1,0,1,2,0,0
51369,1,1,2,0,0,1
51370,0,1,2,0,0,2
51371,0,1,2,0,0,2
51372,1,1,0,1,0,0
51373,1,1,1,1,0,1
51374,1,0,0,2,0,0
51375,0,1,2,0,0,2
51376,1,1,1,0,0,1
51377,0,1,2,1,0,2
51378,0,1,2,0,0,2
51379,1,1,0,0,0,0
51380,1,1,0,0,0,1
51381,1,1,0,1,0,1
51382,1,1,0,0,0,1
51383,0,1,2,1,0,2
51384,1,1,0,2,0,1
51385,1,0,1,1,0,0
51386,1,1,0,0,0,1
51387,0,1,2,1,0,2
51388,1,1,1,0,0,1
51389,1,1,0,0,0,1
51390,1,0,0,2,0,0
51391,0,1,2,0,0,2
51392,0,1,2,0,0,2
51393,0,1,2,1,0,2
51394,0,1,2,1,0,2
51395,1,1,1,1,0,0
51396,0,1,2,0,0,2
51397,0,1,2,1,0,2
51398,0,1,2,0,0,2
51399,1,0,0,2,0,0
51400,0,1,2,1,0,2
51401,0,1,2,1,0,2
51402,0,1,2,1,0,2
51403,1,1,0,0,0,1
51404,0,1,2,1,0,2
51405,0,1,2,0,0,2
51406,0,1,2,0,0,2
51407,1,1,0,1,0,1
51408,0,1,0,1,0,2
51409,1,0,0,2,0,0
51410,1,1,0,0,0,1
51411,1,1,1,0,0,0
51412,0,1,2,0,0,2
51413,1,1,0,0,0,1
51414,0,1,2,0,0,2
51415,0,1,2,0,0,2
51416,0,1,2,0,0,2
51417,1,1,0,0,0,1
51418,1,1,0,0,0,1
51419,1,0,1,2,0,0
51420,0,1,2,1,0,2
51421,0,1,2,1,0,2
51422,1,1,1,1,0,1
51423,0,1,0,1,0,2
51424,1,0,0,0,0,0
51425,1,1,0,0,0,0
51426,1,1,0,0,0,0
51427,1,1,0,0,0,1
51428,1,1,0,0,0,1
51429,1,1,1,0,0,0
51430,1,1,0,1,0,1
51431,1,0,0,2,0,0
51432,1,0,0,2,0,0
51433,0,1,2,0,0,2
51434,1,1,0,0,0,1
51435,1,1,1,0,0,0
51436,0,1,1,0,0,2
51437,0,1,2,0,0,2
51438,1,1,0,1,0,1
51439,1,1,0,1,0,1
51440,1,1,1,1,0,0
51441,0,1,2,0,0,2
51442,1,0,0,0,0,0
51443,0,1,0,0,0,2
51444,1,1,1,0,0,1
51445,1,1,1,1,0,1
51446,1,0,1,2,0,0
51447,0,1,2,0,0,2
51448,1,1,0,0,0,1
51449,0,1,1,0,0,2
51450,0,1,0,0,0,2
51451,1,1,0,0,0,1
51452,0,1,2,1,0,2
51453,1,1,0,1,0,0
51454,1,0,0,2,0,0
51455,1,1,0,0,0,1
51456,0,1,2,0,0,2
51457,0,1,0,1,0,2
51458,0,1,2,0,0,2
51459,0,1,1,1,0,2
51460,0,1,2,0,0,2
51461,0,1,2,2,0,2
51462,0,1,2,0,0,2
51463,0,1,0,0,0,2
51464,0,1,0,0,0,2
51465,0,1,2,0,0,2
51466,0,1,2,0,0,2
51467,1,1,0,1,0,1
51468,0,1,1,0,0,2
51469,0,1,0,0,0,2
51470,1,1,1,1,0,1
51471,0,1,2,0,0,2
51472,1,1,1,0,0,0
51473,1,1,0,0,0,1
51474,1,1,0,0,0,1
51475,0,1,2,0,0,2
51476,0,1,2,0,0,2
51477,0,1,1,1,0,2
51478,0,1,2,1,0,2
51479,0,1,2,0,0,2
51480,0,1,2,0,0,2
51481,0,1,2,0,0,2
51482,0,1,2,0,0,2
51483,0,1,0,0,0,2
51484,0,1,0,0,0,2
51485,0,1,2,0,0,2
51486,0,1,0,1,0,2
51487,0,1,2,0,0,2
51488,0,1,2,0,0,2
51489,1,1,0,0,0,1
51490,1,1,0,2,0,1
51491,1,1,0,0,0,1
51492,0,1,2,1,0,2
51493,1,0,0,2,0,0
51494,0,1,2,1,0,2
51495,1,1,1,0,0,1
51496,0,1,2,0,0,2
51497,1,1,0,0,0,0
51498,1,1,0,0,0,0
51499,1,1,0,0,0,1
51500,1,0,0,2,0,0
51501,0,1,2,0,0,2
51502,1,0,1,2,0,0
51503,0,1,2,0,0,2
51504,1,1,0,0,0,1
51505,0,1,2,2,0,2
51506,0,1,2,1,0,2
51507,0,1,2,0,0,2
51508,0,1,2,1,0,2
51509,0,1,2,0,0,2
51510,0,1,2,1,0,2
51511,1,1,0,1,0,1
51512,0,1,2,1,0,2
51513,1,1,0,0,0,1
51514,0,1,0,1,0,2
51515,0,1,2,0,0,2
51516,0,1,2,1,0,2
51517,0,1,2,0,0,2
51518,1,0,0,2,0,0
51519,1,1,0,2,0,0
51520,1,1,0,0,0,0
51521,1,1,0,1,0,1
51522,0,1,2,0,0,2
51523,0,1,2,0,0,2
51524,1,1,0,0,0,1
51525,1,1,0,0,0,1
51526,0,1,2,0,0,2
51527,1,0,1,2,0,0
51528,1,1,0,0,0,1
51529,1,0,0,2,0,0
51530,0,1,2,0,0,2
51531,0,1,2,0,0,2
51532,1,1,1,1,0,1
51533,1,1,1,0,0,1
51534,1,1,0,0,0,1
51535,0,1,0,0,0,2
51536,1,1,0,0,0,1
51537,1,1,0,0,0,1
51538,1,0,1,2,0,0
51539,1,1,1,1,0,1
51540,1,1,0,1,0,1
51541,1,1,1,0,0,0
51542,1,1,0,0,0,1
51543,0,1,2,0,0,2
51544,0,1,2,0,0,2
51545,1,1,1,0,0,1
51546,1,1,0,1,0,0
51547,1,1,1,0,0,0
51548,1,1,0,0,0,0
51549,1,1,1,0,0,0
51550,0,1,2,0,0,2
51551,0,1,1,2,0,2
51552,0,1,2,1,0,2
51553,0,1,2,1,0,2
51554,0,1,2,0,0,2
51555,1,0,1,2,0,0
51556,1,1,1,0,0,0
51557,0,1,2,0,0,2
51558,0,1,0,1,0,2
51559,1,1,0,1,0,1
51560,0,1,2,0,0,2
51561,0,1,2,0,0,2
51562,0,1,2,0,0,2
51563,0,1,0,2,0,2
51564,0,1,2,0,0,2
51565,1,1,0,0,0,1
51566,1,1,0,0,0,1
51567,1,1,0,0,0,0
51568,0,1,1,0,0,2
51569,1,1,0,0,0,1
51570,0,1,0,0,0,2
51571,1,1,0,0,0,0
51572,0,1,0,0,0,2
51573,0,1,2,0,0,2
51574,1,1,2,0,0,1
51575,0,1,2,0,0,2
51576,0,1,2,0,0,2
51577,0,1,2,0,0,2
51578,0,1,0,0,0,2
51579,1,1,0,0,0,1
51580,1,1,0,0,0,1
51581,1,1,1,1,0,0
51582,0,1,2,0,0,2
51583,0,1,2,0,0,2
51584,0,1,2,1,0,2
51585,1,0,0,2,0,0
51586,0,1,2,1,0,2
51587,0,1,2,0,0,2
51588,0,1,2,2,0,2
51589,1,1,0,0,0,1
51590,0,1,2,1,0,2
51591,1,1,0,0,0,1
51592,0,1,2,0,0,2
51593,1,1,1,2,0,1
51594,0,1,2,0,0,2
51595,0,1,2,0,0,2
51596,0,1,2,0,0,2
51597,1,1,1,0,0,1
51598,0,1,2,0,0,2
51599,0,1,0,0,0,2
51600,0,1,2,1,0,2
51601,1,0,0,2,0,0
51602,0,1,2,1,0,2
51603,1,1,0,1,0,1
51604,0,1,2,0,0,2
51605,0,1,0,1,0,2
51606,0,1,2,0,0,2
51607,1,1,0,0,0,1
51608,0,1,2,0,0,2
51609,1,1,2,0,0,1
51610,1,1,0,0,0,0
51611,1,1,0,0,0,1
51612,1,1,2,1,0,1
51613,0,1,2,0,0,2
51614,0,1,2,0,0,2
51615,0,1,1,1,0,2
51616,0,1,2,1,0,2
51617,1,1,0,0,0,1
51618,1,1,0,1,0,1
51619,0,1,2,0,0,2
51620,0,1,2,0,0,2
51621,1,1,0,1,0,1
51622,0,1,2,0,0,2
51623,0,1,1,0,0,2
51624,0,1,2,1,0,2
51625,0,1,2,1,0,2
51626,1,1,0,0,0,1
51627,0,1,0,0,0,2
51628,1,1,0,0,0,0
51629,1,1,1,1,0,0
51630,0,1,2,0,0,2
51631,1,1,1,0,0,1
51632,0,1,2,0,0,2
51633,0,1,2,0,0,2
51634,0,1,2,0,0,2
51635,1,0,0,2,0,0
51636,0,1,2,0,0,2
51637,0,1,2,1,0,2
51638,1,1,1,0,0,1
51639,1,0,0,0,0,0
51640,1,0,0,1,0,0
51641,0,1,2,0,0,2
51642,1,1,0,1,0,0
51643,1,1,0,0,0,1
51644,0,1,2,1,0,2
51645,0,1,0,1,0,2
51646,0,1,2,0,0,2
51647,1,1,0,1,0,0
51648,0,1,0,0,0,2
51649,1,1,0,0,0,1
51650,1,1,0,1,0,0
51651,0,1,2,0,0,2
51652,0,1,2,0,0,2
51653,1,1,1,1,0,1
51654,0,1,0,0,0,2
51655,1,1,0,0,0,0
51656,1,1,0,0,0,0
51657,0,1,2,0,0,2
51658,1,1,0,0,0,1
51659,1,1,0,0,0,1
51660,1,1,0,1,0,1
51661,0,1,2,0,0,2
51662,1,1,0,0,0,1
51663,0,1,2,0,0,2
51664,1,1,1,1,0,0
51665,0,1,2,1,0,2
51666,0,1,2,0,0,2
51667,0,1,0,0,0,2
51668,1,0,0,2,0,0
51669,0,1,2,1,0,2
51670,0,1,2,1,0,2
51671,1,1,1,0,0,1
51672,1,1,0,1,0,0
51673,1,1,0,0,0,1
51674,0,1,1,0,0,2
51675,1,1,0,0,0,0
51676,0,1,2,0,0,2
51677,1,1,1,1,0,1
51678,0,1,2,0,0,2
51679,0,1,2,0,0,2
51680,0,1,2,0,0,2
51681,0,1,0,0,0,2
51682,1,1,0,0,0,0
51683,0,1,2,1,0,2
51684,0,1,0,1,0,2
51685,0,1,2,1,0,2
51686,1,1,0,0,0,1
51687,1,1,1,0,0,0
51688,1,0,0,2,0,0
51689,1,0,1,2,0,0
51690,1,1,0,0,0,1
51691,1,1,0,0,0,1
51692,1,1,0,0,0,1
51693,0,1,2,0,0,2
51694,1,0,0,2,0,0
51695,1,1,0,1,0,1
51696,0,1,0,0,0,2
51697,0,1,2,0,0,2
51698,1,0,0,2,0,0
51699,1,1,0,0,0,0
51700,0,1,2,1,0,2
51701,0,1,2,0,0,2
51702,1,1,1,0,0,1
51703,0,1,2,0,0,2
51704,1,1,0,0,0,0
51705,0,1,1,0,0,2
51706,1,1,0,1,0,0
51707,0,1,2,0,0,2
51708,0,1,2,0,0,2
51709,0,1,2,0,0,2
51710,1,1,1,0,0,1
51711,1,1,0,0,0,1
51712,0,1,2,1,0,2
51713,0,1,2,1,0,2
51714,0,1,0,0,0,2
51715,1,0,0,2,0,0
51716,1,1,0,0,0,0
51717,0,1,2,0,0,2
51718,0,1,2,1,0,2
51719,1,1,0,0,0,0
51720,0,1,2,0,0,2
51721,1,1,1,0,0,1
51722,1,1,0,0,0,1
51723,1,1,0,1,0,1
51724,0,1,2,0,0,2
51725,0,1,2,0,0,2
51726,1,1,1,0,0,1
51727,0,1,2,0,0,2
51728,0,1,2,0,0,2
51729,1,1,1,0,0,1
51730,0,1,0,0,0,2
51731,1,1,1,0,0,1
51732,1,0,1,2,0,0
51733,1,1,0,0,0,0
51734,1,0,0,2,0,0
51735,1,1,1,0,0,1
51736,0,1,2,0,0,2
51737,1,1,0,1,0,1
51738,0,1,2,1,0,2
51739,0,1,0,0,0,2
51740,1,0,0,0,0,0
51741,1,1,0,0,0,1
51742,0,1,2,0,0,2
51743,1,1,0,0,0,0
51744,1,1,1,1,0,1
51745,1,1,1,1,0,0
51746,1,0,0,0,0,0
51747,0,1,2,1,0,2
51748,1,0,0,2,0,0
51749,1,0,1,2,0,0
51750,0,1,2,1,0,2
51751,0,1,2,0,0,2
51752,1,1,1,0,0,1
51753,0,1,0,1,0,2
51754,0,1,0,1,0,2
51755,0,1,0,0,0,2
51756,1,1,1,0,0,1
51757,0,1,1,0,0,2
51758,0,1,0,0,0,2
51759,0,1,2,1,0,2
51760,0,1,0,0,0,2
51761,0,1,2,0,0,2
51762,1,0,1,2,0,0
51763,1,1,0,0,0,1
51764,1,1,1,1,0,1
51765,1,1,1,0,0,1
51766,1,1,0,1,0,1
51767,1,1,0,0,0,1
51768,1,0,0,2,0,0
51769,1,1,0,0,0,1
51770,1,1,0,0,0,1
51771,0,1,2,0,0,2
51772,0,1,2,0,0,2
51773,0,1,2,1,0,2
51774,0,1,2,0,0,2
51775,1,1,0,0,0,1
51776,0,1,0,0,0,2
51777,1,1,2,0,0,0
51778,0,1,2,0,0,2
51779,0,1,2,0,0,2
51780,1,1,0,1,0,1
51781,1,1,0,1,0,0
51782,0,1,2,1,0,2
51783,1,1,0,0,0,1
51784,1,1,1,1,0,0
51785,1,1,0,1,0,1
51786,1,1,1,0,0,1
51787,1,1,0,0,0,1
51788,0,1,2,1,0,2
51789,0,1,2,1,0,2
51790,1,1,1,0,0,1
51791,1,0,0,2,0,0
51792,0,1,2,1,0,2
51793,0,1,2,0,0,2
51794,0,1,2,1,0,2
51795,0,1,1,0,0,2
51796,1,1,0,0,0,0
51797,0,1,2,0,0,2
51798,0,1,2,0,0,2
51799,1,0,0,2,0,0
51800,0,1,2,1,0,2
51801,1,1,0,1,0,1
51802,1,1,1,0,0,1
51803,0,1,2,0,0,2
51804,0,1,2,1,0,2
51805,0,1,2,1,0,2
51806,1,1,1,1,0,1
51807,1,1,0,0,0,1
51808,1,1,0,0,0,1
51809,1,1,0,0,0,1
51810,1,0,0,2,0,0
51811,0,1,2,1,0,2
51812,0,1,2,1,0,2
51813,1,1,1,1,0,1
51814,0,1,2,0,0,2
51815,1,0,1,2,0,0
51816,1,1,0,0,0,1
51817,0,1,2,0,0,2
51818,0,1,2,2,0,2
51819,0,1,2,0,0,2
51820,0,1,2,0,0,2
51821,0,1,2,0,0,2
51822,1,1,0,0,0,1
51823,1,1,0,0,0,1
51824,1,1,0,0,0,1
51825,1,1,0,0,0,1
51826,1,1,0,0,0,0
51827,1,0,0,2,0,0
51828,1,1,0,0,0,1
51829,1,1,0,1,0,0
51830,1,1,0,0,0,1
51831,1,1,0,0,0,0
51832,0,1,1,1,0,2
51833,1,1,0,0,0,1
51834,0,1,1,0,0,2
51835,0,1,2,1,0,2
51836,1,0,0,2,0,0
51837,1,1,0,1,0,1
51838,1,1,1,0,0,1
51839,0,1,2,0,0,2
51840,0,1,2,0,0,2
51841,1,1,0,0,0,0
51842,1,1,0,0,0,1
51843,0,1,2,0,0,2
51844,1,1,0,1,0,1
51845,1,1,0,1,0,1
51846,0,1,2,0,0,2
51847,1,1,1,0,0,0
51848,1,1,1,1,0,1
51849,0,1,1,0,0,2
51850,1,1,0,1,0,1
51851,0,1,2,0,0,2
51852,1,1,1,0,0,1
51853,1,0,0,0,0,0
51854,0,1,2,0,0,2
51855,1,1,0,0,0,0
51856,0,1,2,0,0,2
51857,1,1,1,0,0,0
51858,0,1,2,1,0,2
51859,1,1,0,0,0,1
51860,0,1,2,0,0,2
51861,1,1,1,1,0,1
51862,1,0,1,2,0,0
51863,0,1,0,1,0,2
51864,1,1,2,0,0,0
51865,1,0,0,2,0,0
51866,1,1,0,1,0,1
